"","lon","lat"
"1786",NA,NA
"1787",NA,NA
"1788",NA,NA
"1789",NA,NA
"1790",NA,NA
"1791",NA,NA
"1792",NA,NA
"1793",NA,NA
"1794",NA,NA
"1795",NA,NA
"1796",NA,NA
"1797",NA,NA
"1798",NA,NA
"1799",NA,NA
"1800",NA,NA
"1801",NA,NA
"1802",NA,NA
"1803",NA,NA
"1804",NA,NA
"1805",NA,NA
"1806",NA,NA
"1807",NA,NA
"1808",NA,NA
"1809",NA,NA
"1810",NA,NA
"1811",NA,NA
"1812",NA,NA
"1813",-155.0884869,19.7070942
"1814",NA,NA
"1815",NA,NA
"1816",NA,NA
"1817",NA,NA
"1818",NA,NA
"1819",-43.1728965,-22.9068467
"1820",-43.1728965,-22.9068467
"1821",NA,NA
"1822",NA,NA
"1823",-74.0059728,40.7127753
"1824",-6.2451723,53.3431218
"1825",NA,NA
"1826",NA,NA
"1827",-43.4685442,-22.8742263
"1828",-43.1728965,-22.9068467
"1829",-72.6850932,41.7637111
"1830",NA,NA
"1831",NA,NA
"1832",-111.9260519,33.4941704
"1833",NA,NA
"1834",NA,NA
"1835",NA,NA
"1836",NA,NA
"1837",NA,NA
"1838",NA,NA
"1839",NA,NA
"1840",153.0251235,-27.4697707
"1841",-95.712891,37.09024
"1842",-97.5164276,35.4675602
"1843",-85.1393513,41.079273
"1844",NA,NA
"1845",NA,NA
"1846",-107.8761738,38.4783198
"1847",-115.1745559,36.1023715
"1848",NA,NA
"1849",-1.1743197,52.3555177
"1850",NA,NA
"1851",-101.8551665,33.5778631
"1852",NA,NA
"1853",-80.0684479,26.6167555
"1854",-116.419389,34.9592083
"1855",NA,NA
"1856",NA,NA
"1857",NA,NA
"1858",NA,NA
"1859",-89.2476823,48.3808951
"1860",-73.9868082,40.7400682
"1861",NA,NA
"1862",NA,NA
"1863",NA,NA
"1864",4.7272585,50.5868024
"1865",4.7272585,50.5868024
"1866",4.7272585,50.5868024
"1867",-121.35461,38.694801
"1868",NA,NA
"1869",NA,NA
"1870",-43.3053106,-22.7862985
"1871",NA,NA
"1872",NA,NA
"1873",-73.996337,40.7529454
"1874",-0.108438,51.5548885
"1875",NA,NA
"1876",-89.1792621,37.4793567
"1877",NA,NA
"1878",NA,NA
"1879",NA,NA
"1880",NA,NA
"1881",NA,NA
"1882",NA,NA
"1883",NA,NA
"1884",NA,NA
"1885",NA,NA
"1886",-112.0740373,33.4483771
"1887",NA,NA
"1888",NA,NA
"1889",NA,NA
"1890",-0.57918,44.837789
"1891",28.9783589,41.0082376
"1892",NA,NA
"1893",-76.2177046,43.106456
"1894",NA,NA
"1895",NA,NA
"1896",113.921327,-0.789275
"1897",113.921327,-0.789275
"1898",-111.0937311,34.0489281
"1899",NA,NA
"1900",-32.4268917,-3.8447976
"1901",-82.9987942,39.9611755
"1902",NA,NA
"1903",NA,NA
"1904",NA,NA
"1905",NA,NA
"1906",28.9783589,41.0082376
"1907",NA,NA
"1908",-95.0153292,36.4809948
"1909",NA,NA
"1910",-122.1935931,39.5243265
"1911",-121.7956092,37.2401368
"1912",NA,NA
"1913",NA,NA
"1914",-93.2650108,44.977753
"1915",75.825072,26.916354
"1916",-6.4923145,54.7877149
"1917",NA,NA
"1918",NA,NA
"1919",-81.4735257,28.4720521
"1920",-119.4179324,36.778261
"1921",-89.3985283,32.3546679
"1922",-82.1098221,29.1395621
"1923",-94.6858998,46.729553
"1924",NA,NA
"1925",NA,NA
"1926",-96.58126,33.688688
"1927",NA,NA
"1928",18.0685808,59.3293235
"1929",NA,NA
"1930",NA,NA
"1931",-73.9712488,40.7830603
"1932",NA,NA
"1933",NA,NA
"1934",-78.898619,35.9940329
"1935",NA,NA
"1936",NA,NA
"1937",-81.5061862,27.5958672
"1938",-80.1917902,25.7616798
"1939",NA,NA
"1940",-76.6412712,39.0457549
"1941",-4.2026458,56.4906712
"1942",10.89779,48.3705449
"1943",NA,NA
"1944",-51.92528,-14.235004
"1945",-43.1728965,-22.9068467
"1946",NA,NA
"1947",-84.1401926,34.2073196
"1948",NA,NA
"1949",NA,NA
"1950",NA,NA
"1951",NA,NA
"1952",NA,NA
"1953",-74.4056612,40.0583238
"1954",NA,NA
"1955",-84.4838654,42.7369792
"1956",NA,NA
"1957",NA,NA
"1958",NA,NA
"1959",138.252924,36.204824
"1960",-87.586198,41.7456966
"1961",0.0178427,51.5782539
"1962",0.0178427,51.5782539
"1963",-84.4838654,42.7369792
"1964",NA,NA
"1965",-74.0059728,40.7127753
"1966",NA,NA
"1967",-75.6971931,45.4215296
"1968",NA,NA
"1969",NA,NA
"1970",NA,NA
"1971",-80.1917902,25.7616798
"1972",-91.8318334,35.20105
"1973",-2.13125,49.214439
"1974",NA,NA
"1975",-85.0766113,33.5801103
"1976",NA,NA
"1977",NA,NA
"1978",-79.5394625,43.8430176
"1979",-3.525315,50.4619209
"1980",NA,NA
"1981",-85.1393513,41.079273
"1982",NA,NA
"1983",NA,NA
"1984",NA,NA
"1985",NA,NA
"1986",-119.4179324,36.778261
"1987",-87.7845025,41.8850317
"1988",NA,NA
"1989",NA,NA
"1990",NA,NA
"1991",-52.9385002,-26.7184655
"1992",-119.4179324,36.778261
"1993",NA,NA
"1994",NA,NA
"1995",NA,NA
"1996",-43.1728965,-22.9068467
"1997",-95.3698028,29.7604267
"1998",NA,NA
"1999",NA,NA
"2000",-122.0307963,36.9741171
"2001",NA,NA
"2002",NA,NA
"2003",NA,NA
"2004",-76.6412712,39.0457549
"2005",NA,NA
"2006",NA,NA
"2007",NA,NA
"2008",-79.0192997,35.7595731
"2009",NA,NA
"2010",NA,NA
"2011",-99.9018131,31.9685988
"2012",NA,NA
"2013",NA,NA
"2014",174.885971,-40.900557
"2015",-73.8648268,40.8447819
"2016",NA,NA
"2017",NA,NA
"2018",NA,NA
"2019",-93.2009998,44.9374831
"2020",NA,NA
"2021",-85.1393513,41.079273
"2022",NA,NA
"2023",NA,NA
"2024",26.1595761,-29.085214
"2025",-122.0873174,37.7086449
"2026",-122.0873174,37.7086449
"2027",NA,NA
"2028",NA,NA
"2029",-95.712891,37.09024
"2030",NA,NA
"2031",-0.1277583,51.5073509
"2032",-74.0123851,40.645532
"2033",-90.230759,15.783471
"2034",-99.9018131,31.9685988
"2035",NA,NA
"2036",-81.4864072,31.183817
"2037",NA,NA
"2038",NA,NA
"2039",NA,NA
"2040",NA,NA
"2041",-81.688974,41.482026
"2042",-82.4571776,27.950575
"2043",120.9842195,14.5995124
"2044",NA,NA
"2045",101.5037611,3.0696089
"2046",-44.0947303,-22.5077597
"2047",NA,NA
"2048",NA,NA
"2049",NA,NA
"2050",-95.712891,37.09024
"2051",-74.4056612,40.0583238
"2052",NA,NA
"2053",18.4240553,-33.9248685
"2054",NA,NA
"2055",-94.9709938,35.4936781
"2056",NA,NA
"2057",-119.4179324,36.778261
"2058",NA,NA
"2059",NA,NA
"2060",NA,NA
"2061",-74.0035709,40.735781
"2062",NA,NA
"2063",-74.0086323,40.7162692
"2064",NA,NA
"2065",NA,NA
"2066",NA,NA
"2067",-73.9212858,40.6944282
"2068",NA,NA
"2069",-74.4056612,40.0583238
"2070",NA,NA
"2071",-3.188267,55.953252
"2072",NA,NA
"2073",-85.3863599,40.1933767
"2074",-72.9428836,40.7742652
"2075",NA,NA
"2076",151.2092955,-33.8688197
"2077",NA,NA
"2078",NA,NA
"2079",NA,NA
"2080",NA,NA
"2081",NA,NA
"2082",NA,NA
"2083",NA,NA
"2084",NA,NA
"2085",-0.2405299,52.5694985
"2086",-70.162651,18.735693
"2087",-66.58973,6.42375
"2088",-120.7401385,47.7510741
"2089",-84.470464,42.73195
"2090",-1.234956,54.574227
"2091",NA,NA
"2092",28.0473051,-26.2041028
"2093",NA,NA
"2094",-93.2650108,44.977753
"2095",-78.8783689,42.8864468
"2096",NA,NA
"2097",NA,NA
"2098",NA,NA
"2099",NA,NA
"2100",NA,NA
"2101",176.1651295,-37.6877975
"2102",176.1651295,-37.6877975
"2103",NA,NA
"2104",NA,NA
"2105",NA,NA
"2106",-95.712891,37.09024
"2107",-1.1743197,52.3555177
"2108",NA,NA
"2109",NA,NA
"2110",NA,NA
"2111",-91.9623327,30.9842977
"2112",NA,NA
"2113",NA,NA
"2114",NA,NA
"2115",NA,NA
"2116",-76.1474244,43.0481221
"2117",NA,NA
"2118",NA,NA
"2119",NA,NA
"2120",-43.5662438,-22.9035842
"2121",NA,NA
"2122",-3.8080783,53.0711149
"2123",NA,NA
"2124",NA,NA
"2125",NA,NA
"2126",NA,NA
"2127",-74.0013737,40.7465004
"2128",-73.9464769,40.8115504
"2129",-73.9840195,40.7549309
"2130",NA,NA
"2131",NA,NA
"2132",-73.7948516,40.7282239
"2133",-73.9668408,40.6774196
"2134",NA,NA
"2135",NA,NA
"2136",NA,NA
"2137",-73.9991637,40.6795331
"2138",-73.9393554,40.8417082
"2139",-73.9903489,40.6733364
"2140",-74.0029883,40.723301
"2141",-73.7654367,40.7585569
"2142",NA,NA
"2143",-73.9805817,40.6681038
"2144",-73.9753676,40.7870106
"2145",-73.9842724,40.715033
"2146",NA,NA
"2147",NA,NA
"2148",NA,NA
"2149",-84.3879824,33.7489954
"2150",-79.9310512,32.7764749
"2151",NA,NA
"2152",NA,NA
"2153",77.6349322,13.0147093
"2154",-77.0368707,38.9071923
"2155",-95.712891,37.09024
"2156",4.7272585,50.5868024
"2157",NA,NA
"2158",-79.0192997,35.7595731
"2159",NA,NA
"2160",NA,NA
"2161",NA,NA
"2162",-95.712891,37.09024
"2163",NA,NA
"2164",-95.712891,37.09024
"2165",NA,NA
"2166",NA,NA
"2167",NA,NA
"2168",-43.1728965,-22.9068467
"2169",-1.5412015,53.9915028
"2170",-81.5157535,27.6648274
"2171",-52.9385002,-26.7184655
"2172",NA,NA
"2173",NA,NA
"2174",NA,NA
"2175",NA,NA
"2176",-120.5542012,43.8041334
"2177",NA,NA
"2178",NA,NA
"2179",-43.1728965,-22.9068467
"2180",NA,NA
"2181",NA,NA
"2182",NA,NA
"2183",NA,NA
"2184",NA,NA
"2185",NA,NA
"2186",-0.341995,51.580559
"2187",NA,NA
"2188",-117.8869261,33.8829226
"2189",NA,NA
"2190",-106.6313582,52.1334003
"2191",NA,NA
"2192",NA,NA
"2193",NA,NA
"2194",NA,NA
"2195",-3.435973,55.378051
"2196",NA,NA
"2197",NA,NA
"2198",NA,NA
"2199",-74.1831785,40.7369897
"2200",NA,NA
"2201",NA,NA
"2202",-1.1743197,52.3555177
"2203",-82.0223137,26.4489695
"2204",-1.1743197,52.3555177
"2205",NA,NA
"2206",-82.4571776,27.950575
"2207",NA,NA
"2208",-79.7919754,36.0726354
"2209",-75.1652215,39.9525839
"2210",-73.9839485,40.7422349
"2211",-95.712891,37.09024
"2212",NA,NA
"2213",NA,NA
"2214",NA,NA
"2215",NA,NA
"2216",-3.7837117,52.1306607
"2217",-73.9953751,40.7428901
"2218",NA,NA
"2219",-118.2436849,34.0522342
"2220",NA,NA
"2221",NA,NA
"2222",NA,NA
"2223",NA,NA
"2224",-95.6035396,43.6333496
"2225",-42.0911635,-22.8292768
"2226",NA,NA
"2227",-0.1277583,51.5073509
"2228",-111.0937311,34.0489281
"2229",-118.2436849,34.0522342
"2230",-90.1994042,38.6270025
"2231",-0.1277583,51.5073509
"2232",-74.0059728,40.7127753
"2233",NA,NA
"2234",-93.847129,33.9456692
"2235",-90.1994042,38.6270025
"2236",NA,NA
"2237",-90.4974359,38.7881062
"2238",-1.2879529,51.67078
"2239",NA,NA
"2240",-83.985,42.43472
"2241",-97.7430608,30.267153
"2242",NA,NA
"2243",-75.1084476,39.9927733
"2244",NA,NA
"2245",NA,NA
"2246",NA,NA
"2247",-75.6971931,45.4215296
"2248",NA,NA
"2249",-122.4166041,37.7767964
"2250",-117.1610966,32.7157305
"2251",-76.1432949,36.8952797
"2252",NA,NA
"2253",-43.1728965,-22.9068467
"2254",NA,NA
"2255",110.3694896,-7.7955798
"2256",-79.9748103,32.8546197
"2257",-43.1728965,-22.9068467
"2258",-43.1728965,-22.9068467
"2259",NA,NA
"2260",NA,NA
"2261",-1.217007,54.032885
"2262",-43.1728965,-22.9068467
"2263",-82.9963032,40.1213028
"2264",-1.339775,52.0629009
"2265",-97.7277959,31.1171194
"2266",NA,NA
"2267",18.640964,-33.869777
"2268",NA,NA
"2269",-43.561549,-22.910401
"2270",NA,NA
"2271",-0.1277583,51.5073509
"2272",NA,NA
"2273",NA,NA
"2274",-84.1916069,39.7589478
"2275",NA,NA
"2276",NA,NA
"2277",NA,NA
"2278",NA,NA
"2279",NA,NA
"2280",-105.7820674,39.5500507
"2281",NA,NA
"2282",-77.0368707,38.9071923
"2283",NA,NA
"2284",-80.68028,35.96611
"2285",-122.4194155,37.7749295
"2286",-117.8311428,33.7174708
"2287",NA,NA
"2288",-80.2526353,25.9975038
"2289",-89.4012302,43.0730517
"2290",-117.7197785,34.0966764
"2291",-80.1917902,25.7616798
"2292",NA,NA
"2293",31.03351,-17.8251657
"2294",-119.4179324,36.778261
"2295",NA,NA
"2296",NA,NA
"2297",NA,NA
"2298",NA,NA
"2299",NA,NA
"2300",-74.525877,39.38828
"2301",NA,NA
"2302",22.937506,-30.559482
"2303",NA,NA
"2304",-77.026088,38.9906657
"2305",NA,NA
"2306",NA,NA
"2307",-105.0732844,33.3403963
"2308",NA,NA
"2309",-74.511172,40.3025907
"2310",NA,NA
"2311",NA,NA
"2312",NA,NA
"2313",-95.712891,37.09024
"2314",NA,NA
"2315",-3.7037902,40.4167754
"2316",-119.4179324,36.778261
"2317",-3.435973,55.378051
"2318",-115.1398296,36.1699412
"2319",-3.435973,55.378051
"2320",NA,NA
"2321",NA,NA
"2322",-96.5716694,39.1836082
"2323",NA,NA
"2324",NA,NA
"2325",2.3522219,48.856614
"2326",-99.9018131,31.9685988
"2327",NA,NA
"2328",NA,NA
"2329",NA,NA
"2330",-8.6291053,41.1579438
"2331",NA,NA
"2332",NA,NA
"2333",4.7272585,50.5868024
"2334",NA,NA
"2335",-93.6001278,41.7317884
"2336",NA,NA
"2337",-74.0059728,40.7127753
"2338",-86.5804473,35.5174913
"2339",NA,NA
"2340",NA,NA
"2341",NA,NA
"2342",NA,NA
"2343",NA,NA
"2344",-43.1728965,-22.9068467
"2345",NA,NA
"2346",-74.0059728,40.7127753
"2347",NA,NA
"2348",-77.1945247,41.2033216
"2349",-104.7920877,38.7421321
"2350",NA,NA
"2351",NA,NA
"2352",NA,NA
"2353",-66.58973,6.42375
"2354",-43.1728965,-22.9068467
"2355",NA,NA
"2356",-3.3821421,51.6858341
"2357",-74.0059728,40.7127753
"2358",NA,NA
"2359",-76.8867008,40.2731911
"2360",-118.1445155,34.1477849
"2361",-72.589811,42.1014831
"2362",-82.907123,40.4172871
"2363",-95.857444,36.118537
"2364",NA,NA
"2365",-105.0166498,39.613321
"2366",NA,NA
"2367",NA,NA
"2368",-43.1728965,-22.9068467
"2369",NA,NA
"2370",NA,NA
"2371",NA,NA
"2372",-77.0368707,38.9071923
"2373",-122.2913078,37.8271784
"2374",NA,NA
"2375",-43.4175078,-22.7932746
"2376",NA,NA
"2377",-91.744004,30.6929653
"2378",-122.6209649,45.4299135
"2379",-0.9936306,53.100319
"2380",NA,NA
"2381",-74.0604698,41.4681716
"2382",NA,NA
"2383",NA,NA
"2384",NA,NA
"2385",NA,NA
"2386",NA,NA
"2387",-84.3879824,33.7489954
"2388",-2.082786,53.452977
"2389",NA,NA
"2390",-43.1809269,-22.9511149
"2391",12.9291235,41.8182144
"2392",-43.1728965,-22.9068467
"2393",-0.1277583,51.5073509
"2394",-115.1398296,36.1699412
"2395",-78.6381787,35.7795897
"2396",NA,NA
"2397",NA,NA
"2398",NA,NA
"2399",NA,NA
"2400",NA,NA
"2401",NA,NA
"2402",-118.2436849,34.0522342
"2403",-117.8311428,33.7174708
"2404",NA,NA
"2405",NA,NA
"2406",NA,NA
"2407",NA,NA
"2408",34.7858036,32.0716929
"2409",NA,NA
"2410",-43.1728965,-22.9068467
"2411",NA,NA
"2412",121.774017,12.879721
"2413",NA,NA
"2414",NA,NA
"2415",NA,NA
"2416",-104.8213634,38.8338816
"2417",NA,NA
"2418",NA,NA
"2419",-95.3698028,29.7604267
"2420",NA,NA
"2421",NA,NA
"2422",NA,NA
"2423",NA,NA
"2424",-74.4056612,40.0583238
"2425",NA,NA
"2426",NA,NA
"2427",NA,NA
"2428",-81.2518833,41.981532
"2429",NA,NA
"2430",NA,NA
"2431",NA,NA
"2432",-105.084423,40.5852602
"2433",NA,NA
"2434",NA,NA
"2435",10.451526,51.165691
"2436",-80.1917902,25.7616798
"2437",-96.7753003,32.8359037
"2438",-74.0059728,40.7127753
"2439",NA,NA
"2440",13.404954,52.5200066
"2441",NA,NA
"2442",NA,NA
"2443",NA,NA
"2444",NA,NA
"2445",NA,NA
"2446",NA,NA
"2447",-115.1398296,36.1699412
"2448",4.7272585,50.5868024
"2449",-2.094278,57.149717
"2450",-101.2922906,48.2329668
"2451",-1.1743197,52.3555177
"2452",NA,NA
"2453",NA,NA
"2454",-96.3344068,30.627977
"2455",NA,NA
"2456",-86.8119561,36.1151315
"2457",-157.832667,21.277489
"2458",NA,NA
"2459",-106.346771,56.130366
"2460",NA,NA
"2461",-0.1277583,51.5073509
"2462",-78.319747,44.309058
"2463",NA,NA
"2464",NA,NA
"2465",NA,NA
"2466",NA,NA
"2467",-85.1663593,40.880603
"2468",-95.712891,37.09024
"2469",NA,NA
"2470",NA,NA
"2471",NA,NA
"2472",NA,NA
"2473",-43.1728965,-22.9068467
"2474",-88.0622083,44.5013406
"2475",-71.0588801,42.3600825
"2476",NA,NA
"2477",NA,NA
"2478",-84.2029922,39.4353373
"2479",NA,NA
"2480",-6.2603097,53.3498053
"2481",NA,NA
"2482",31.0218404,-29.8586804
"2483",-74.0059728,40.7127753
"2484",NA,NA
"2485",-93.2650108,44.977753
"2486",-120.7401385,47.7510741
"2487",-43.1728965,-22.9068467
"2488",NA,NA
"2489",-84.1468616,33.4473361
"2490",-105.139464,39.987281
"2491",-74.0059728,40.7127753
"2492",NA,NA
"2493",NA,NA
"2494",-82.5436722,27.763383
"2495",NA,NA
"2496",NA,NA
"2497",NA,NA
"2498",NA,NA
"2499",-87.6297982,41.8781136
"2500",-75.0849058,38.3365032
